video_id,video_title,categoryId,category,tags,published_date,thumbnails_medium_url,description,channel_id,crawled_time
ZSuwkGRteaA,Selayang Pandang Islamisasi Awal Kota Semarang bersama Anna Sri Marlupi HD,27,Education,Not found,2022-08-23 00:22:35,https://i.ytimg.com/vi/ZSuwkGRteaA/mqdefault.jpg,"Assalamualaikum monitor Radio Dais 107.9 FM 

Yuk Simak Pembahasan Menarik Program Komunitas Bersuara bersama Sigarda Indonesia : Anna Sri Marlupi dengan tema Selayang Pandang Islamisasi Awal Kota Semarang 

🕛 Senin, 22 Agustus 2022
       Jam 10.00 -11.00 WIB
☎️ 024-6746352
📲 0821 336 70000
📻 107,9 FM
📱 Daisplay From Android
📡 www.dais1079fm.com 

https://youtu.be/ZSuwkGRteaA
#Komunitasbersuara #RadioDaisMajt #SigardaIndonesia",UC3dCmrGocukRkgbegmctA1Q,2022-09-22 11:25:21
mxrsy33P-RU,Sam Poo Kong Seksi Suci,10,Music,Not found,2022-06-20 12:32:55,https://i.ytimg.com/vi/mxrsy33P-RU/mqdefault.jpg,"#campursari #sampokong #sampookong #indonesian #semarang #campursarijawatimur #campursarisragenan #campursaridangdut #campursariterbaru2022 #budaya #budayajawa #budayaindonesia #budayanusantara #indonesiamaju #java #jawatengah #campursaridangdut #music #campursarijawa #kotabudaya #kaligarang#kotalama #kotalamasemarang #sejarahindonesia #sejarah #laksamana #chengho #campursari #campursarimilineal#budayajawa #budayaadiluhung #kotasemarang #Indonesiahebat#damaisantos#deswautomo#yongkiAFI

Sam Poo Kong Seksi Suci

Rina lan wengi tansah ngelengake
Pepujaning ati sing lunga ninggal janjine
Ning pasujudan kene  sampokong seksine
Muga ora lali tresna setiane
Sewindu lawase ra krasa suwene
nunggu teka lan kabar saene slirane
namung foto lawas tamba sak anane
Mugi Gusti enggal paring pepanggihe
Reff
Ning Sampokong kene seksi ketemune
Sliramu lan aku ikrar janji suci
Ning sampokong bukti, ngiket ati siji
nalika sliramu nampa prasetyane
Janji ya janji, manis ing lathi
Muga tresna suci dadi siji
Janji ya janji, saka ing ati
Muga tresna tansah nyawiji",UC7rPCSDh6Rc2YwAC9Rkmx3Q,2022-09-22 11:25:21
gArfzI70jDk,Kirab Festival Cheng Ho ke-617 Berlangsung Meriah,25,News & Politics,Not found,2022-07-31 11:49:32,https://i.ytimg.com/vi/gArfzI70jDk/mqdefault.jpg,"Kirab festival Cheng Ho ke-617 berlangsung meriah setelah 2 tahun vakum karena pandemi, kirab tersebut dimeriahkan oleh ribuan peserta dan sejumlah tamu undangan

Kirab festival Cheng Ho ke-617 dilaksanakan pada sabtu 30 juli 2022 dimeriahkan oleh 2 ribu peserta dari 5 klenteng di Semarang, kirab tersebut dihadiri oleh Gubernur Jawa Tengah Ganjar Pranowo, Walikota Semarang Hendrar Prihadi dan Ketua DPRD Kota Semarang Kadar Lusman

Rute kirab tersebut dimulai dari Klenteng Tay Kak Sie menuju jalan Depok lalu ke arah Pasar Bulu kemudian ke arah Banjir Kanal dan berakhir di Klenteng Sam Poo Kong

Tak hanya umat Konghucu saja yang ikut memeriahkan festival Cheng Ho warga sekitar juga ikut memeriahkan festival tersebut",UCjniHguPCRuQEbKfHhni1sA,2022-09-22 11:25:22
mjkgK2fk8RI,KERAJAAN KAFlR MAJAPAHIT DISERANG DEMAK,22,People & Blogs,Not found,2021-09-04 04:52:23,https://i.ytimg.com/vi/mjkgK2fk8RI/mqdefault.jpg,"yang memesan buku SEJARAH RAJA-RAJA MAJAPAHIT dan AGAMA BUDHI EYANG SABDA PALON silahkan menghubungi saya 087853616990, harga buku 90.000, biaya kirim di jatim 15.000, di luar propinsi 20.000, luar pulau di sumatera dan kalimantan 50.000. silahkan transfer di nomor rekening BCA 1520571481 atas nama TJAHJA TRIBINUKA. kalau sudah, fotokan bukti transfer di kontak ini. cantumkan untuk pengiriman itu Nama, Alamat dan Nomor HP",UCJ6XSmziJ2wxB2X7r0coG-g,2022-09-22 11:25:22
2I118-d6vkM,"Sam Poo Kong, semarang - Review wisata di semarang",22,People & Blogs,Not found,2021-09-26 23:05:39,https://i.ytimg.com/vi/2I118-d6vkM/mqdefault.jpg,"Wisata Kelenteng Sam Phoo Kong - Semarang jawa tengah

Kelenteng ini disebut Gedung Batu karena bentuknya merupakan gua batu besar yang berada di sebuah bukit batu. Untuk mengenang Zheng He, masyarakat Indonesia keturunan Tionghoa membangun sebuah kelenteng. Sekarang tempat ini dijadikan tempat peringatan dan pemujaan atau bersembahyang serta tempat untuk berziarah. Untuk keperluan tersebut, di dalam gua batu itu diletakkan sebuah altar serta patung-patung Sam Po Tay Djien. Meskipun Laksamana Cheng Ho adalah seorang muslim, tetapi masyarakat menganggapnya sebagai dewa. Hal ini dapat dimaklumi mengingat agama Konghucu atau Taoisme menganggap orang yang  meninggal dapat memberikan pertolongan kepada mereka.

sumber : Wikipedia.org",UCOVFPUa3oBDahR82gC-o-KQ,2022-09-22 11:25:22
d1YAyI03s58,Festival arak arakan Cheng ho 2019 tanggal 4 Agustus 2019,22,People & Blogs,Not found,2019-08-06 03:12:39,https://i.ytimg.com/vi/d1YAyI03s58/mqdefault.jpg,,UCMDYyQ_4tavU6SqQaHkDjyg,2022-09-22 11:25:22
X6XWc_rUFHo,Megahnya Klenteng Agung Sam Poo Kong (Gedung Batu),19,Travel & Events,Not found,2016-08-01 12:11:07,https://i.ytimg.com/vi/X6XWc_rUFHo/mqdefault.jpg,"Perayaan dan Arak-arakan Sam Po Kong Semarang 2016
Perayaan HUT Kedatangan Yang Mulia Kongco
Sam Poo Tay Djien/Laksamana Ceng Ho/ Zeng He/Sam Poo Kong
di Klenteng Tay Kak Sie dan Klenteng Sam Poo Kong

playlist: https://goo.gl/CYBCKj

tag: perayaan sam poo kong 2016, perayaan sam poo besar 2016, arak-arakan laksamana ceng ho, hut kedatangan ceng ho semarang,",UC_cb1YxqCMlQQDJsyDIlBzQ,2022-09-22 11:25:22
EXGyv5T3NjA,A Conversation With Singapore Prime Minister Lee Hsien Loong,29,Nonprofits & Activism,Not found,2022-04-01 20:43:13,https://i.ytimg.com/vi/EXGyv5T3NjA/mqdefault.jpg,"Prime Minister Lee Hsien Loong discusses Singapore's perspective on current geopolitical developments, the United States engagement of the Asia-Pacific, and U.S.-China relations.

Speaker
Lee Hsien Loong
Prime Minister, Singapore

Presider
Richard Haass
President, Council on Foreign Relations; Author, The World: A Brief Introduction; @RichardHaass

Subscribe to our channel: https://goo.gl/WCYsH7

The Council on Foreign Relations (CFR) is an independent, nonpartisan membership organization, think tank, and publisher. 

Visit the CFR website: http://www.cfr.org
Follow CFR on Twitter: http://www.twitter.com/cfr_org
Follow CFR on Facebook: https://www.facebook.com/councilonforeignrelations/",UCL_A4jkwvKuMyToAPy3FQKQ,2022-09-22 11:25:22
zxRhWANwZLE,MALAHAYATI LAKSAMANA WANITA PERTAMA DI DUNIA-inspirasi doel,27,Education,Not found,2020-08-23 14:15:01,https://i.ytimg.com/vi/zxRhWANwZLE/mqdefault.jpg,"silahkan share, like dan subscribe https://youtu.be/zxRhWANwZLE
Ini adalah kisah satu lagi pejuang Aceh Pahlawan nasional kita yang aksinya menggetarkan Dunia. Laksamana Malahayati terkenal gagah berani, bahkan mampu mengusir tentara laut Portugis dan mengalahkan tentara Belanda. Namanya tersiar hingga daratan Eropa dan Cina, sebagai penglima angkatan laut Kerajaan Aceh yang tidak mudah ditaklukan. Namanya disejajarkan dengan nama wanita hebat di dunia lainnya.

Harapan saya, semoga masyarakat Indonesia tidak melupakan sejarah kepahlawanan para pejuang kita. termasuk pejuang asal tanah rencong Aceh, yang dikenal gigih pantang menyerah pada penjajah.

#laksamanaMalahayati
#PejuangAceh
#PahlawanNasional",UC2zd9C_05Z6WsxOtNlVOE3Q,2022-09-22 11:25:23
qbbXJiPXaTM,"Dome atau Kubah Masjid Rahmatan Lil 'Alamin - Indonesia, Al Qur'an An Najm (Bintang) Surat  53: 1-25",22,People & Blogs,Not found,2021-09-21 03:21:50,https://i.ytimg.com/vi/qbbXJiPXaTM/mqdefault.jpg,"Masjid Rahmatan Lil 'Alamin Al-Zaytun indonesia
Qori Santri Al-Zaytun 

Jarrilla Syahdita Azza Nehro A.S
kelas 12
dari Jawa Timur
Al Qur'an Surat An Najm: Ayat 1-25",UCRPwW1SQOHRI7nwoyTgmL9w,2022-09-22 11:25:23
wGKQO5tUlf4,"The Legendary Sam Po Kong Temple - Semarang, Central Java",19,Travel & Events,Not found,2012-05-31 15:10:24,https://i.ytimg.com/vi/wGKQO5tUlf4/mqdefault.jpg,"Sam Po Kong Temple

Sam Po Kong Stone Building Temple is such a 'petilasan' or the comemorial place of Admiral Zheng He or better known as Cheng Ho that was landing from China in Java Land. 

Admiral Zheng He was a Chinese Moslem, he was firstly landed in Simongan area, the southwest part of Semarang City. This temple is having rich ornament between Chinese and Islamic architecture touches. 

The temple is being called as Gedung Batu or Stone Building for it acttually a huge cave rock that located in stone hill. This Chinese temple now becomes the pilgrimage venue for those who want to enjoy the touch of history and becomes of Kong Hu Cu church. Although Cheng He was a moslem, but there is altar and statue of Sam Po Tay Djien inside the temple, this such a belief from Kong Hu Cu followers that dead people can give bless to them. 

According to the story, Admiral Zheng He was sailing through the sea of Java because there was a sick crew. This made him gave an order to land in Semarang. As an contribution to that area, he built a mosque at the edge of the beach, that now becomes a Chinese Temple. This temple is now located in the heart of Semarang city, because of sea sedimentations. 



http://www.indonesia-tourism.com",UCExUfLwpQ0raYXQSvfguGCw,2022-09-22 11:25:23
7Xuc-6_PHo0,"Pernyataan Lengkap Habib Rizieq soal Tewasnya 6 Laskar FPI saat Kawal Dirinya: Tenang, Ada Saatnya",25,News & Politics,Not found,2020-12-10 09:24:36,https://i.ytimg.com/vi/7Xuc-6_PHo0/mqdefault.jpg,"TRIBUN-VIDEO.COM - Imam Besar Front Pembela Islam (FPI) Habib Rizieq Shihab akhirnya buka suara soal tewasnya enam laskar FPI.

Laskar FPI itu diketahui tewas ditembak kepolisian di Jalan Tol Jakarta Cikampek, Senin (7/12/2020).

Menanggapi tewasnya simpatisannya, Rizieq mengaku akan menempuh jalur hukum untuk menuntaskan insiden tersebut.

Ia juga mengaku masih menahan diri sampai akhirnya nanti ada pada titik siap melakukan perlawanan.

Dikutip dari Tribunnews.com, Rizieq mengaku, pihaknya akan menempuh jalur hukum terkait penembakan enam laskar FPI.

Hal itu diungkapkan saat hendak memakamkan jenazah para laskar FPI, di Pondok Pesantren Agrokultural di Megamendung, Bogor, Jawa Barat, Rabu (9/12/2020), dan diunggah di YouTube LDTV.

""Saya minta kepada seluruh rakyat dan bangsa Indonesia menahan diri, sabar, kita hadapi dengan elegan kita tempuh prosedur hukum yang ada.""

""Karena kalau kita tempuh jalur hukum dengan baik, insya Allah semuanya akan terbongkar,"" ujar Rizieq Shihab.

Rizieq juga turut menjelaskan bahwa enam laskar FPI tersebut tewas dan mati syahid.

Sekali lagi, ia mengatakan bahwa saat ini pihaknya sedang melakukan jihad sampai akhirnya nanti siap melakukan perlawanan.

""Begitu saya minta sekali lagi, sabar, sabar, ada saatnya kita akan melakukan perlawanan, ada saatnya kita akan melakukan jihad fisabilillah.""

""Jangan lupa syuhada kita yang telah meninggal, mereka sudah melakukan tugas jihadnya menjaga ulama dan mereka sudah mendapatkan hadiah dari Allah, mati sebagai syahid,"" terang Rizieq Shihab.

Rizieq dalam sebuah kesempatan juga mengatakan, bahwa dirinya tak menyangka orang-orang yang mengejarnya adalah pihak kepolisian.

Ia berpikir, yang mengejar rombongannya adalah orang-orang jahat yang ingin mencelakai dirinya, keluarga dan rombongan.

""Pada saat kejadian, tidak ada satupun di antara kami, baik saya dan keluarga maupun seluruh laskar pengawal, yang mengira kalau yang melakukan pengejaran, memepet, mengganggu adalah dari kepolisian,"" jawabnya.

Ia mengaku, orang-orang yang mengejarnya berjumlah lebih dari 3 mobil dan saling berganti, berusaha maju ke depan mendekati mobil yang ia tumpangi.

""Tapi dengan gagah luar biasa, para syuhada kita, laskar-laskar pengawal yang paling belakang ini sudah ada dua mobil, luar biasa mereka cerdas, mereka berani.""

""Mereka luar biasa mengendalikan situasi dan kondisi sehingga arah penjahat tadi tidak satu pun yang berhasil untuk mencapai kami,"" unkap pimpinan FPI itu.

Dalam kesempatan itu, Rizieq juga menjelaskan bahwa tak ada seorangpun dari pengawal mereka yang dibekali senjata.

""Tak ada satupun pengawal kami yang dipersenjatai karena kami tak pernah mengira, kami akan diperlakukan seperti itu. Pengawalan standar keluarga biasa,"" kata Rizieq.

Ia juga mengamini penjelasan kronologi dari pihak FPI yang bertentangan dengan kronologi versi kepolisian.

(Tribun-Video.com/Nila)



Artikel ini telah tayang di Tribunnews.com dengan judul Pernyataan Rizieq Shihab soal 6 Laskar FPI yang Tewas: akan Tempuh Jalur Hukum, Tak Dibekali Senjata, 

https://www.tribunnews.com/metropolitan/2020/12/10/pernyataan-rizieq-shihab-soal-6-laskar-fpi-yang-tewas-akan-tempuh-jalur-hukum-tak-dibekali-senjata?",UCmxAIW7RDDC88EPk4ry16Kg,2022-09-22 11:25:23
88wHNh7mUsM,Seni Budaya di Jalur Rempah Jawa || Seri Webinar Jalur Rempah,29,Nonprofits & Activism,Not found,2021-08-02 12:00:11,https://i.ytimg.com/vi/88wHNh7mUsM/mqdefault.jpg,"Salah satu tujuan Jalur Rempah adalah mengenalkan kepada masyarakat terkait potensi-potensi budaya yang memiliki kaitan erat dengan jalur rempah sehingga meningkatkan pemahaman akan pentingnya budaya yang mereka miliki dalam jalur rempah. 

Video kali ini kan membahasas hal tersebut khususnya di wilayah kerja BPNB D.I. Yogyakarta (khususnya wilayah Jawa Tengah dan Jawa Timur) dengan tema ""Seni Budaya di Jalur Rempah Jawa"" bersama narasumber yang kompeten di bidangnya, yaitu:

1. Dr. Sri Margana, dosen Fakultas Ilmu Budaya UGM 
2. Sinarto, S.Kar., M.M., Kepala Dinas Kebudayaan dan Pariwisata Provinsi Jawa Timur
3. Danang Swastika, Praktisi
4. Dra. Dwi Ratna Nurhajarini, M.Hum., Kepala BPNB D.I. Yogyakarta.
dengan moderator Mariana Susanti, S.Sos., M.A. dari Balai Pengembangan Media Radio Pendidikan dan Kebudayaan.

#webinarjalurrempah #spiceroute #menujuwarisanduniaUNESCO #jalurrempahri #kemdikbudri #kulinerbali #jalurrempahbali",UCyhHsv7jCOiE12pGXbkINoA,2022-09-22 11:25:24
ueisbNkzMMs,Klenteng Sam Poo Kong Petilasan Laksamana Zheng He yang Beragama Islam,19,Travel & Events,Not found,2021-05-04 23:52:23,https://i.ytimg.com/vi/ueisbNkzMMs/mqdefault.jpg,"Klenteng Sam Po Kong merupakan bekas tempat persinggahan dan pendaratan seorang Laksamana Tiongkok beragama Islam yang bernama Cheng Ho. Namun tidak semua anak buah kapal beragama Islam. Kompleks Sam Po kong berada di daerah Simongan, sebelah barat daya Kota Semarang. 
Klenteng ini merupakan bukti keragaman dan toleransi agama antara pimpinan dan anak buah dalam sebuah tim ekspedisi.

Bagaimana sejarah klenteng Sam Po Kong dan keunikannya? Simak video ini sampai tuntas.


Sumber sejarah Sam Po Kong https://sampookong.co.id",UCTsGavrj2au3RFffP_9Hadg,2022-09-22 11:25:24
DAbGXhEeSiE,JEJAK TOLERANSI BERAGAMA DI KOTA LASEM [Eps 2],22,People & Blogs,Not found,2019-10-16 00:00:14,https://i.ytimg.com/vi/DAbGXhEeSiE/mqdefault.jpg,"#PLESIRNUSANTARA #EPISODELASEM

Belajar Toleransi dari Lasem || JEJAK TOLERANSI BERAGAMA DI KOTA LASEM

#TIONGKOKKECIL #Toleransi #Agama #Budaya #AkulturasiBudaya #BeijingTua 

Indonesia sebenarnya memiliki sejarah toleransi yang luar biasa. Perlu ditengok kembali, terutama ketika rasa saling menghargai semakin turun seperti saat ini.

Lasem adalah nama kota kecil di wilayah Kabupaten Rembang, Pantai Utara Jawa Tengah. Di Lasem ini terdapat satu obyek wisata yang terkenal dengan pantainya, yaitu Pantai Binangun. Mungkin tidak banyak yang tahu, bahwa nama pantai itu diambil dari nama Laksamana Bi Nang Un seorang nahkoda ekspedisi pelayaran Cheng Ho dari China.

Istri laksamana itu bernama Na Li Ni dan ia adalah perintis batik Lasem pada tahun 1479, dan salah satu motif batiknya merupakan salah satu yang terbaik hingga saat ini.

Lasem adalah ikon toleransi, sejak dulu sampai sekarang. Kota ini sering disebut sebagai China Kecil, karena jumlah warga keturunan Tionghoa yang cukup besar. Gang-gang di Lasem, dibatasi dinding tinggi berpintu kayu tebal dengan tulisan kanji. Perumahan di gang-gang itu, didirikan dengan gaya arsitektur China, dan rata-rata penduduknya adalah produsen batik. Sebagian masih memproduksi batik sampai saat ini.

Lasem adalah kota pelabuhan yang menjadi salah satu pintu masuk pedagang luar negeri selama berabad-abad. Tidak mengherankan apabila kota ini tidak hanya dihuni keturunan Jawa, tetapi juga Arab dan Tionghoa. 

Di masa lalu Lasem pernah menjadi tujuan sebagai tempat berlindung bagi warga Tionghoa dari Batavia yang ditekan penjajah Belanda. Ketika itu, bahkan Lasem dipimpin oleh Bupati keturunan Tionghoa.

“Karena dihimpit dan ditekan oleh Belanda, mereka lari ke Lasem, karena di Lasem sendiri ada pemimpin daerah ketika itu yang bernama Oe Ing Kiat, seorang Tionghoa. Nah yang unik, pemimpin perangnya itu Kyai Ali Badawi, seorang keturunan Arab, tokoh pesantren. Padahal di sini ada tokoh lokal juga namanya Raden Panji Margono. Dari namanya jelas dia orang Jawa. Ini menarik kan, karena dia justru menyerahkan kepemimpinan wilayahnya kepada seorang Tionghoa dan kepemimpinan perangnya kepada seorang Arab. Ini kan luar biasa sebenarnya,”

Toleransi yang kuat di kawasan Pantai Utara Jawa tidak terlepas dari peran sembilan wali, yang kemudian dikenal sebagai Wali Sanga. Para wali ini adalah penyebar agama Islam dan tinggal mulai dari Surabaya di timur hingga Cirebon di barat. Wali Sanga berkiprah mulai tahun 1400-an di kota-kota yang berbeda, dan menggunakan pendekatan budaya yang damai dan toleran.

SELENGKAPNYA SELAMAT MENYIMAK !

Owner Video Goes To 📽 Generasi Muda Nusantara Channel
_______________
Sutradara : Abdul Mannan Al Zuhdi
Penulis : Baba Fahd
Produser Eksekutif : Zuhdi Bisyri
Host : Baba Fahd
Penata Kamera : Ali Roziqin
Desain Produksi : Faris Syidyaq
Penyunting Gambar : Zuhdi Bisyri
Co-produser 1 : Mbah Oyex
Co-produser 2 : Mbah Moden
Penata Musik : Baba Fahd
Penata Suara : Abdul Mannan Al Zuhdi
Property : Ubaidillah Al Abid
________________
#PlesirNusantara #RelawanNusantara
#GenerasiMudaNusantara #NahdlatulUlama #SahabatNusantara #MarchendiseNusantara #KopiNusantara #KaosNusantara #TheSantri",UCGLJDUL3azQhgpTWFThK6lw,2022-09-22 11:25:24
LnWBnSG7LCw,IMS - Kelahiran Kong Hu Cu,25,News & Politics,Not found,2013-09-17 07:49:06,https://i.ytimg.com/vi/LnWBnSG7LCw/mqdefault.jpg,"Program yang menampilkan berbagai paket informasi terkini  (hard news, light news, entertainment news) yang dibawakan dengan gaya yang lebih dekat dan menghibur. Aktivitas harian akan terasa kurang lengkap tanpa mengikuti informasi dari Indonesia Morning Show.
-----------------------------------
Official Website - www.netmedia.co.id",UCrmgXElfpFPD9LDc_0aUfew,2022-09-22 11:25:24
7zTVJ4SnE2c,BahasHarian Sejarah : Zaman Islam di Indonesia Bersama Kak Marsekal,24,Entertainment,Not found,2021-08-21 14:21:38,https://i.ytimg.com/vi/7zTVJ4SnE2c/mqdefault.jpg,"Halo, Sobat Gerak!

Materi dan soal lainnya dapat kalian akses melalui link:
intip.in/MateriAjakBelajar

Jangan lupa untuk like, share, dan subscribe jika kalian anggap video ini bermanfaat!

Follow akun media sosial kami:
Instagram: https://www.instagram.com/ajakgerak/​
Twitter: https://twitter.com/AjakGerak​

Ajakan - Gerakan - Kebermanfaatan",UCESmDbhJGOtIq6jh0W9wQzw,2022-09-22 11:25:24
1gPykIjNyIw,JEJAK KUNGFU TRADISIONAL DI INDONESIA,27,Education,Not found,2021-12-23 05:17:14,https://i.ytimg.com/vi/1gPykIjNyIw/mqdefault.jpg,"Dalam webinar tanggal 17 Desember lalu, penulis buku “Melacak Jejak Kungfu Tradisional di Indonesia”, Alex Cheung, hadir sebagai narasumber dan membagikan pengetahuannya seputar filosofi dan pasang surut Kungfu tradisional di Indonesia. Meski belum diketahui pasti kapan kungfu masuk ke Indonesia, namun jejak seni bela diri tradisional Tiongkok tersebut dapat ditelusuri hingga abad ke-15, yakni saat Laksamana Cheng Ho singgah di Nusantara bersama armadanya, dan di dalamnya termasuk pasukan khusus yang menguasai seni bela diri.",UCriv3ShRt4_2HbYR-EK-6ZA,2022-09-22 11:25:24
8H3SmYUm1mY,Laksamana CHENG HO || Islam Nusantara,22,People & Blogs,Not found,2019-12-20 14:17:50,https://i.ytimg.com/vi/8H3SmYUm1mY/mqdefault.jpg,Kisah Laksamana CHENG HO dari kecil sampai wafat,UCX0zMQAR3PceSehfTDeHLDw,2022-09-22 11:25:25
N1-DSViO-zs,"Keroncong enak buat teman santai dan kerja, DR. Sundari Soekotjo, M.M, The Best Keroncong Pilihan",22,People & Blogs,Not found,2021-10-24 08:36:34,https://i.ytimg.com/vi/N1-DSViO-zs/mqdefault.jpg,"Lagu Keroncong  Samudra Biru sebagai Doa Indramayu Indonesia Maju Jaya

Keroncong

1. Pesantren Damai  
     Cipt. Prof. Dr. As Panji Gumilang, M.P
2. Samudra Biru
     Cipt. Prof. Dr. As Panji Gumilang, M.P
3. Langgam Pelabuhan Samudra Biru
     Cipt. Prof. Dr. As Panji Gumilang, M.P
4. Kau Slalu Dihatiku
     Cipt. Wedhasmara
5. Pahlawan Merdeka
    Cipt. WR Soepratman
6. Mengapa Kau Menangis Sayang

7. Bengawan Solo
    Cipt. Mbah Gesang

Al Zaytun Pusat Pendidikan Pengembangan Budaya Toleransi dan Perdamaian
Menuju Masyarakat Sehat, Cerdas dan Manusiawi",UCRPwW1SQOHRI7nwoyTgmL9w,2022-09-22 11:25:25
2G_z4k0km3Y,MASJID PENINGGALAN CHENG HO,27,Education,Not found,2019-12-08 12:30:00,https://i.ytimg.com/vi/2G_z4k0km3Y/mqdefault.jpg,"Jejak pengaruh kebudayaan Tionghoa yang dibawa Laksamana Cheng Ho kini bisa disaksikan dari arsitektur masjid di Jawa, diantaranya atap-atap pelana kuda masjid di Jawa, mirip dengan Klenteng.  keberadaan bedug di masjid, juga merupakan pengaruh dari kebudayaan Tionghoa. beberapa kota di indonesia kini berdiri pula beberapa masjid berarsitektur Tionghoa dengan nama masjid Cheng Ho. masjid Muhammad Cheng Ho, Surabaya ini, merupakan masjid Cheng Ho pertama yang dibangun di indonesia. Masjid ini dibangun oleh yayasan Muhammad Cheng Ho Indonesia tahun 2002. Bambang Suyanto penggagas pembangunan masjid Cheng Ho menjelaskan masjid ini memang sengaja menggunakan nama Cheng Ho yang bernuansa Tionghoa.

Pembangunan Masjid Cheng Ho ini mendapat simpati dan dukungan banyak pihak termasuk dari kelompok non tionghoa dan kelompok non muslim. pengurus mesjid Cheng Ho Surabaya ini juga berupaya menerapkan teladan Cheng Ho dalam hal toleransi dan saling menghargai. Masjid Cheng Ho ini juga tidak bersifat eksklusif, warga muslim dari suku-suku lain juga turut beribadat di mesjid ini. penggunaan nama Cheng Ho untuk, juga bukan milik muslim tionghoa saja, masjid Cheng Ho di pandaan kabupaten Pasuruan ini misalnya, masjid ini dibangun oleh pemerintah setempat dan dibiayai anggaran pendapatan dana belanja daerah APBD

Arsitektur Masjid Cheng Ho di Pasuruan ini mengadopsi mesjid Niu Jie yang berlokasi di Beijing, yang sudah berumur lebih dari 1.000 tahun. 

Keberadaan Masjid Cheng Ho di berbagai penjuru tanah air semakin memperkaya khasanah islam dan mencerminkan islam sebagai agama yang rahmatan dan universal. Laksamana Cheng Ho telah menyampaikan pesan kepada seluruh dunia  disegala abad betapa pentingnya menjaga toleransi perdamaian dan sikap saling menghargai. sebuah teladan bagi bangsa Indonesia yang majemuk


saksikan juga CHENG HO, SYIAR DAN WARNA ISLAM DI NUSANTARA : https://youtu.be/A15rX7nzU5c

atau lihat MENGENAL SOSOK LAKSAMANA CHENG HO : https://youtu.be/T6QKYfRw6ME",UC24Ji1-CQzXZSY0lK9a4ayg,2022-09-22 11:25:25
8cqZLHKbxsE,WISATA SEJARAH SAM POO KONG SEMARANG | LAKSAMANA CHENG HOO,17,Sports,Not found,2019-03-23 09:00:29,https://i.ytimg.com/vi/8cqZLHKbxsE/mqdefault.jpg,"Cheng Ho atau Zheng He, adalah seorang pelaut dan penjelajah Tiongkok terkenal. Di antara penjelajahannya adalah ekspedisi ke Nusanara antara tahun 1405 hingga 1433.

Cheng Ho mengunjungi Nusantara (Kepulauan Indonesia) sebanyak tujuh kali. Ketika singgah di Samudera Pasai, ia menghadiah Sultan Aceh sebuah lonceng raksasa ""Cakra Donya"", yang hingga kini tersimpan di museum Banda Aceh.

Tahun 1415, Cheng Ho berlabuh di Muara Jati (Cirebon), dan menghadiahi beberapa cindera mata khas Tiongkok kepada Sultan Cirebon. Salah satu peninggalannya, sebuah piring keramik yang bertuliskan ayat Kursi masih tersimpan di Keraton Kasepuhan Cirebon.

Pernah dalam perjalanannya melalui Laut Jawa, Wang Jinghong (orang kedua dalam armada Cheng Ho) sakit keras. Wang akhirnya turun di pantai Simongan, Semarang, dan menetap di sana. Salah satu bukti peninggalannya antara lain Kelenteng Sam Po Kong (Gedung Batu) serta patung yang disebut Mbah Ledakar Juragan Dampo Awang Sam Po Kong.

Cheng Ho juga sempat berkunjung ke Kerajaan Majapahit pada masa pemerintahan raja Wikramawardhana.

sumber : Wikipedia 

Terimakasih

follow instagram: https://www.instagram.com/ilonk27/

facebok: https://www.facebook.com/ilonk.cimut?ref=bookmarks

twitter : https://twitter.com/LonkChi27",UCSS-wiNJzSMqenqAZNCWW9Q,2022-09-22 11:25:25
MMkWIn_LGuo,Benarkah Sabdopalon Tokoh Mistis Rekayasa Belanda???,27,Education,Not found,2020-04-22 03:44:49,https://i.ytimg.com/vi/MMkWIn_LGuo/mqdefault.jpg,"Berdasarkan penelitian Sejarawan Prof Agus Sunyoto, selepas penangkapan Pangeran Diponegoro, kolonial Belanda membuat strategi baru yaitu melalui perang ideologi dengan cara memanipulasi sejarah.
Salah seorang jaksa bernama Mas Ngabehi Purwowijoyo, diberi tugas membikin Babad Kediri, yang di dalamnya Sunan Bonang, Sunan Giri dijelek-jelekkan, dan dikatakan bahwa Dakwah Islam dianggap telah merusak tatanan masyarakat.
Dari Babad Kediri ini, lahirlah naskah-naskah baru buatan Belanda yang cenderung mendiskreditkan Wali Songo dan Dakwah Islam, diantaranya adalah Serat Darmogandul, Serat Syekh Siti Jenar dan Kronik Klenteng Sam Po Kong 
#Sabdopalon
#Semar
#NayaGenggong",UCi-qpuh1otJTX7isOwlPLTQ,2022-09-22 11:25:25
uM5H5wvlhYo,komodo liveaboard cheng ho,19,Travel & Events,Not found,2019-02-04 11:01:24,https://i.ytimg.com/vi/uM5H5wvlhYo/mqdefault.jpg,"komodo scuba diving memories at cheng ho
(28.12.2018 ~ 03.01.2019)

blog : https://throws.tistory.com/207",UCaQgdSlOVeNCdsLHLdLv6OQ,2022-09-22 11:25:25
